customer_id,region,age,num_site_visits,num_products_viewed,purchase_made,satisfaction_rating,customer_segment,preferred_channel,income,avg_spend_per_visit,discount_used,time_on_site_min,page_load_time_sec,browser,email_open_rate,clicked_ad,returned_product,membership_years,zipcode,tracking_cookie
728,Cusco,43.0,6,8,No,Unsatisfied,Occasional,Phone,4088.43,230.26,No,12.5,3.42,Chrome,0.53,0,No,2,11001,XYZ123
729,lima,35.0,6,5,No,Very Unsatisfied,New,SMS,2014.05,146.78,No,7.6,3.8,Firefox,0.37,1,Yes,4,13001,XYZ123
730,Ancash,34.0,5,12,No,Very Unsatisfied,Returning,SMS,1607.27,221.23,Yes,14.8,1.89,IE,0.0,1,No,3,13001,XYZ123
731,CUSCO,44.0,7,2,No,Very Unsatisfied,Returning,In-store,,243.2,Yes,4.7,2.07,IE,0.58,1,Yes,3,02001,XYZ123
732,CUSCO,32.0,3,9,No,Unsatisfied,Occasional,In-store,2631.89,189.71,No,6.3,3.67,IE,0.82,0,No,6,13001,XYZ123
733,Cusco,37.0,5,10,No,Very Unsatisfied,Loyal,SMS,2323.36,223.91,Yes,4.4,5.39,Edge,0.04,1,No,4,15001,XYZ123
734,Junin,38.0,7,9,Yes,Neutral,New,SMS,2850.1,151.07,No,11.3,1.68,Firefox,0.0,0,No,0,13001,XYZ123
735,Junin,28.0,2,15,Yes,Very Unsatisfied,Returning,Email,3189.48,180.87,No,12.5,2.91,Firefox,0.73,1,No,3,15001,XYZ123
736,Arequipa,44.0,8,11,No,Satisfied,New,Phone,3089.63,132.9,Yes,6.2,2.57,Firefox,0.68,0,No,4,02001,XYZ123
737,piura ,33.0,4,16,No,Very Unsatisfied,Returning,SMS,2741.38,316.94,No,2.4,3.17,Chrome,0.41,0,No,2,02001,XYZ123
738,Cusco,27.0,2,7,No,Very Unsatisfied,New,In-store,3553.44,261.44,Yes,12.9,1.56,IE,0.66,0,Yes,3,15001,XYZ123
739,Lima,40.0,5,9,No,,Loyal,Email,2657.92,283.01,Yes,4.5,3.11,Firefox,0.95,1,Yes,4,13001,XYZ123
740,Junin,26.0,5,14,Yes,Very Unsatisfied,Occasional,Email,2534.5,260.72,No,6.4,4.46,Safari,0.25,1,Yes,2,02001,XYZ123
741,La Libertad,35.0,4,11,No,Satisfied,Loyal,In-store,3071.11,166.84,Yes,3.7,1.05,Edge,0.25,0,No,3,02001,XYZ123
742,piura ,34.0,6,5,Yes,Very Satisfied,New,In-store,1491.58,123.27,No,9.1,4.2,Chrome,0.19,1,No,3,15001,XYZ123
743,LIMA ,45.0,8,5,No,Very Unsatisfied,Returning,Email,,178.8,No,4.9,1.57,Edge,0.72,0,Yes,6,02001,XYZ123
744,Lima,39.0,4,5,No,Neutral,Returning,In-store,2257.42,223.77,Yes,10.8,3.31,IE,0.35,1,Yes,1,13001,XYZ123
745,Ancash,34.0,3,3,No,,Occasional,Email,1436.01,185.49,Yes,5.8,3.59,Safari,0.99,1,Yes,4,02001,XYZ123
746,La Libertad,43.0,6,12,Yes,Very Satisfied,Loyal,In-store,2840.15,88.26,Yes,10.2,3.45,IE,0.71,0,No,2,15001,XYZ123
747,La Libertad,48.0,4,7,Yes,Very Unsatisfied,Loyal,Email,2133.38,237.35,No,4.3,2.6,Firefox,0.37,0,Yes,2,13001,XYZ123
748,Cusco,40.0,2,8,No,Very Satisfied,Loyal,SMS,1208.41,120.09,No,12.9,3.79,Edge,0.15,1,Yes,2,11001,XYZ123
749,piura ,35.0,3,9,No,Neutral,Returning,SMS,1803.09,178.88,No,6.0,1.49,Safari,0.59,0,Yes,2,15001,XYZ123
750,Arequipa,,1,12,No,Satisfied,Occasional,In-store,3851.72,287.19,No,8.4,4.1,Edge,0.29,0,Yes,3,11001,XYZ123
751,Ancash,24.0,9,7,Yes,Satisfied,Returning,Phone,2054.64,202.45,No,3.2,2.44,Chrome,0.91,1,No,8,02001,XYZ123
752,Junin,31.0,5,8,No,Very Satisfied,Loyal,SMS,2758.37,253.83,No,7.9,3.39,Safari,0.44,0,Yes,2,13001,XYZ123
753,Cusco,28.0,3,7,No,Very Unsatisfied,New,Email,1632.7,217.34,No,3.4,2.58,Chrome,0.29,1,Yes,1,02001,XYZ123
754,Junin,33.0,4,11,No,Unsatisfied,Returning,Phone,4180.74,149.55,Yes,7.8,4.84,Safari,0.59,1,No,2,13001,XYZ123
755,Cusco,35.0,3,10,No,Satisfied,Occasional,Email,2555.47,236.47,No,4.2,3.53,Firefox,0.14,0,No,2,04001,XYZ123
756,Cusco,40.0,4,11,Yes,Unsatisfied,Loyal,Email,1952.76,196.84,No,7.4,3.78,Edge,0.56,0,No,3,02001,XYZ123
757,Cusco,34.0,6,6,No,Satisfied,New,SMS,3208.08,125.71,Yes,9.9,3.95,Edge,0.06,0,No,2,02001,XYZ123
758,piura ,39.0,4,4,No,Very Unsatisfied,Returning,In-store,4140.16,117.32,No,2.5,2.71,IE,0.61,1,No,3,02001,XYZ123
759,Arequipa,35.0,2,7,No,Very Unsatisfied,New,In-store,2173.39,219.16,No,7.8,3.35,Chorme,0.53,0,Yes,1,15001,XYZ123
760,Cusco,15.0,6,11,No,Satisfied,New,Email,1936.76,,Yes,9.6,3.2,Safari,0.52,1,Yes,2,13001,XYZ123
761,Piura,25.0,3,11,No,Very Satisfied,Occasional,SMS,4336.13,146.19,No,9.6,3.77,Chrome,0.68,0,Yes,0,13001,XYZ123
762,LIMA ,33.0,6,10,Yes,Very Unsatisfied,Returning,Email,2401.86,152.15,Yes,15.7,2.47,Safari,0.04,0,No,4,13001,XYZ123
763,Junin,22.0,2,8,No,Very Unsatisfied,Occasional,Phone,2310.72,219.89,No,5.0,2.15,Edge,0.46,1,Yes,1,15001,XYZ123
764,Lima,40.0,8,13,No,Neutral,Loyal,Email,784.5,134.3,No,8.0,4.42,Safari,0.44,0,No,1,13001,XYZ123
765,lima,50.0,3,8,No,Very Unsatisfied,New,SMS,2473.07,317.7,Yes,15.0,3.94,IE,0.46,0,No,4,02001,XYZ123
766,Ancash,47.0,6,13,Yes,Neutral,Occasional,Email,1415.24,156.72,Yes,2.5,1.99,IE,0.98,1,Yes,2,11001,XYZ123
767,CUSCO,32.0,4,17,No,Very Unsatisfied,Occasional,SMS,2051.93,175.05,No,1.2,5.28,Edge,0.14,0,No,2,04001,XYZ123
768,Arequipa,49.0,5,7,Yes,Very Unsatisfied,Loyal,In-store,888.56,159.77,No,10.1,2.31,Edge,0.69,0,Yes,5,13001,XYZ123
769,Lima,36.0,6,8,Yes,Very Satisfied,Returning,SMS,3488.12,246.74,Yes,12.2,3.14,Edge,0.4,1,No,4,15001,XYZ123
770,La Libertad,31.0,1,11,No,Very Satisfied,Occasional,Phone,1326.71,308.11,No,0.4,4.4,Safari,0.51,0,Yes,3,15001,XYZ123
771,Piura,28.0,5,14,No,Very Unsatisfied,New,SMS,947.4,164.84,Yes,6.7,4.39,Safari,0.76,0,No,0,13001,XYZ123
772,CUSCO,31.0,7,11,No,Satisfied,New,Phone,,243.33,Yes,3.9,2.15,Firefox,0.16,1,No,4,11001,XYZ123
773,lima,31.0,6,8,No,Satisfied,New,Phone,3497.87,134.7,Yes,9.2,3.62,Chrome,0.76,0,No,0,13001,XYZ123
774,Lima,36.0,6,7,No,Very Unsatisfied,New,Email,2144.01,247.96,No,7.9,2.63,Safari,0.07,0,Yes,2,15001,XYZ123
775,CUSCO,36.0,7,7,No,Satisfied,Occasional,Phone,2250.99,287.92,No,13.2,3.5,Firefox,0.48,0,No,1,04001,XYZ123
776,Lima,35.0,4,12,No,Very Unsatisfied,New,SMS,2882.76,,No,2.6,2.85,Firefox,0.74,1,Yes,7,11001,XYZ123
777,Piura,39.0,3,8,Yes,Very Satisfied,Occasional,In-store,2378.67,206.64,Yes,9.5,2.52,IE,0.19,0,No,4,13001,XYZ123
778,lima,46.0,8,6,No,Unsatisfied,Returning,SMS,3490.37,148.36,No,10.5,1.85,Safari,0.77,1,Yes,3,04001,XYZ123
779,La Libertad,44.0,4,10,No,Neutral,New,In-store,2308.3,200.04,Yes,8.2,4.42,Firefox,0.17,0,No,5,13001,XYZ123
780,Cusco,20.0,5,11,No,Satisfied,Returning,Phone,2321.4,184.46,Yes,0.0,2.11,IE,0.8,0,Yes,0,11001,XYZ123
781,Junin,9.0,5,10,No,Satisfied,Occasional,Email,4311.35,177.67,No,9.7,4.76,Chrome,0.47,0,No,6,15001,XYZ123
782,La Libertad,44.0,3,9,Yes,Very Satisfied,Loyal,Phone,2544.13,210.33,No,5.1,2.65,IE,0.68,0,No,4,11001,XYZ123
783,Cusco,21.0,9,10,No,Satisfied,Returning,Phone,2684.46,196.67,Yes,1.0,3.58,Chrome,0.92,0,No,1,02001,XYZ123
784,piura ,32.0,8,13,Yes,Very Unsatisfied,New,In-store,2331.66,235.39,No,9.5,4.85,Edge,0.41,0,Yes,1,13001,XYZ123
785,piura ,23.0,6,8,No,Very Unsatisfied,Loyal,SMS,557.41,,Yes,11.1,2.48,Edge,0.23,0,No,4,04001,XYZ123
786,piura ,16.0,3,7,Yes,Unsatisfied,Returning,Email,,196.86,No,5.5,3.57,IE,0.87,0,No,1,04001,XYZ123
787,Arequipa,40.0,5,11,No,Unsatisfied,Occasional,Email,3828.43,221.61,Yes,11.3,3.59,Edge,0.16,0,No,4,11001,XYZ123
788,LIMA ,42.0,5,13,No,Unsatisfied,Occasional,Email,3504.57,266.07,No,11.4,2.2,Safari,0.63,1,Yes,3,11001,XYZ123
789,Ancash,29.0,5,13,No,Very Unsatisfied,Occasional,Email,2053.53,173.42,Yes,7.9,3.27,IE,0.92,0,No,4,11001,XYZ123
790,Ancash,9.0,3,8,No,Unsatisfied,Returning,SMS,2361.43,200.79,No,10.4,3.89,Firefox,0.67,1,Yes,2,04001,XYZ123
791,piura ,29.0,7,9,No,Unsatisfied,Occasional,Email,2779.35,148.58,Yes,11.9,5.04,Safari,0.2,1,Yes,1,15001,XYZ123
792,Junin,38.0,3,10,No,Very Unsatisfied,Returning,In-store,2751.15,,Yes,10.1,2.5,IE,0.15,0,No,2,04001,XYZ123
793,lima,20.0,0,10,No,Very Satisfied,New,In-store,3044.78,209.93,Yes,1.1,3.42,Chrome,0.25,1,No,5,15001,XYZ123
794,Piura,36.0,6,11,No,Satisfied,New,Email,2662.45,223.04,Yes,2.1,2.85,Edge,0.39,1,Yes,3,11001,XYZ123
795,lima,34.0,6,9,No,Neutral,Returning,Email,2210.94,150.56,Yes,12.3,3.23,Edge,0.16,1,Yes,3,02001,XYZ123
796,Piura,40.0,4,7,Yes,Very Unsatisfied,Returning,SMS,2609.56,238.28,Yes,5.2,2.29,Edge,0.8,1,No,3,04001,XYZ123
797,lima,36.0,5,6,No,Very Unsatisfied,Loyal,SMS,3299.03,205.1,No,6.0,2.8,IE,0.36,0,Yes,3,11001,XYZ123
798,LIMA ,25.0,9,9,Yes,Neutral,Occasional,Email,4833.02,251.47,Yes,15.6,4.82,Safari,0.94,1,Yes,3,04001,XYZ123
799,Arequipa,46.0,5,12,No,Neutral,New,SMS,2100.85,178.11,Yes,5.1,3.15,Chrome,0.84,0,No,0,11001,XYZ123
800,Arequipa,33.0,4,8,No,Unsatisfied,New,Phone,2680.96,234.12,No,7.4,3.09,Edge,0.91,1,No,3,04001,XYZ123
801,piura ,34.0,3,7,No,Neutral,Loyal,Email,2209.38,222.25,No,8.0,1.98,Safari,0.29,1,Yes,3,13001,XYZ123
802,Cusco,25.0,6,10,No,Satisfied,Returning,SMS,2746.04,276.23,Yes,7.1,4.31,Firefox,0.57,1,Yes,1,04001,XYZ123
803,CUSCO,30.0,2,6,No,Satisfied,Returning,In-store,3280.52,194.18,No,13.4,4.02,Firefox,0.32,0,No,4,13001,XYZ123
804,Arequipa,26.0,6,10,Yes,Satisfied,Loyal,Email,2333.5,172.26,No,6.5,3.15,Chrome,0.26,0,Yes,3,15001,XYZ123
805,Arequipa,33.0,6,6,No,Satisfied,Occasional,Email,863.17,175.31,Yes,10.9,5.28,Edge,0.61,0,Yes,3,04001,XYZ123
806,La Libertad,52.0,6,11,Yes,Satisfied,Returning,In-store,3322.86,144.58,Yes,8.3,2.36,Firefox,0.82,0,No,3,15001,XYZ123
807,La Libertad,21.0,5,13,No,Unsatisfied,Returning,In-store,2604.34,174.85,No,11.9,1.75,Safari,0.09,1,Yes,3,02001,XYZ123
808,Cusco,18.0,3,12,Yes,Very Unsatisfied,Occasional,SMS,2226.37,82.97,No,2.5,2.89,Safari,0.28,0,Yes,3,13001,XYZ123
809,CUSCO,49.0,4,13,No,Neutral,Occasional,In-store,2047.77,268.44,No,1.0,1.98,Firefox,0.21,1,Yes,4,04001,XYZ123
810,Junin,32.0,4,14,No,Very Unsatisfied,Loyal,Phone,99999.0,296.7,No,8.1,3.29,Edge,0.8,0,Yes,1,15001,XYZ123
811,La Libertad,28.0,5,7,Yes,Neutral,Loyal,Email,1943.3,192.62,No,4.6,3.09,Chrome,0.93,1,No,4,11001,XYZ123
812,Junin,45.0,4,10,No,Unsatisfied,Loyal,Phone,2036.79,221.91,No,13.9,4.38,Edge,0.08,1,Yes,2,15001,XYZ123
813,Lima,28.0,4,11,No,Unsatisfied,Returning,SMS,1501.11,208.2,Yes,7.7,2.45,Chorme,0.38,0,Yes,0,04001,XYZ123
814,La Libertad,,5,10,No,Very Satisfied,Loyal,In-store,1954.11,134.35,No,8.9,3.4,Firefox,0.91,1,No,4,02001,XYZ123
815,LIMA ,41.0,5,9,No,Very Satisfied,Returning,Email,3004.69,,Yes,6.8,3.22,IE,0.34,1,Yes,1,13001,XYZ123
816,CUSCO,30.0,5,10,Yes,Unsatisfied,New,In-store,1395.06,258.77,Yes,5.4,4.0,Firefox,0.71,1,Yes,4,11001,XYZ123
817,Cusco,56.0,7,9,Yes,Unsatisfied,Occasional,In-store,3421.65,147.95,No,8.2,1.64,Chrome,0.1,1,No,7,15001,XYZ123
818,Lima,28.0,3,7,No,Neutral,Occasional,SMS,1556.84,216.49,Yes,12.1,1.92,Edge,0.44,1,Yes,1,04001,XYZ123
819,CUSCO,42.0,2,9,No,Unsatisfied,New,SMS,2619.95,186.86,No,6.7,2.31,Edge,0.5,0,Yes,8,04001,XYZ123
820,piura ,37.0,4,14,No,Very Unsatisfied,Loyal,SMS,2887.96,259.5,Yes,6.5,1.7,Firefox,0.76,0,Yes,6,13001,XYZ123
821,LIMA ,48.0,4,11,Yes,Neutral,Returning,SMS,3159.71,195.86,No,11.2,3.73,Safari,0.29,1,Yes,1,11001,XYZ123
822,CUSCO,50.0,6,9,Yes,Unsatisfied,Returning,Email,3159.91,197.21,Yes,1.3,3.75,IE,0.26,1,Yes,4,15001,XYZ123
823,LIMA ,35.0,3,6,No,Neutral,Returning,Phone,2432.78,291.04,No,12.8,4.31,Edge,0.3,0,Yes,3,15001,XYZ123
824,LIMA ,27.0,5,8,Yes,Neutral,Occasional,Phone,2362.76,135.73,Yes,4.8,2.83,Edge,0.56,0,Yes,3,15001,XYZ123
825,Junin,39.0,5,10,No,Satisfied,Loyal,Email,2977.23,212.4,No,11.8,2.45,Firefox,0.88,0,No,1,13001,XYZ123
826,lima,,5,6,Yes,Very Satisfied,Returning,In-store,2722.42,204.43,Yes,9.2,1.86,Safari,0.83,1,No,4,13001,XYZ123
827,piura ,,5,7,Yes,Neutral,Returning,Email,2223.34,169.82,Yes,0.3,4.56,IE,0.06,1,No,4,11001,XYZ123
828,Lima,36.0,3,9,No,Neutral,Returning,Phone,2796.78,301.99,Yes,8.0,2.73,Safari,0.88,0,Yes,4,15001,XYZ123
829,CUSCO,31.0,10,12,No,Satisfied,New,Phone,2366.3,216.83,No,13.3,2.13,Safari,0.1,0,No,4,15001,XYZ123
830,Piura,36.0,5,10,No,Unsatisfied,Returning,Email,2019.57,233.59,No,6.8,3.9,Firefox,0.42,0,No,3,11001,XYZ123
831,Lima,21.0,4,9,Yes,Neutral,New,SMS,2197.33,240.73,No,7.2,2.59,Safari,0.77,1,No,1,11001,XYZ123
832,lima,25.0,4,10,No,Satisfied,Returning,In-store,2889.14,,No,4.9,1.72,IE,0.08,1,No,2,11001,XYZ123
833,Lima,47.0,7,14,No,Very Unsatisfied,Returning,Email,1757.53,262.09,No,12.8,1.96,Chrome,0.04,1,Yes,5,04001,XYZ123
834,Arequipa,28.0,3,6,No,Satisfied,Returning,Phone,3385.07,252.03,Yes,6.1,3.11,Chrome,0.33,0,Yes,0,11001,XYZ123
835,Piura,24.0,6,8,No,Very Satisfied,New,SMS,2054.18,193.89,No,15.2,1.71,IE,0.73,1,Yes,5,02001,XYZ123
836,lima,40.0,2,15,No,Very Satisfied,Returning,In-store,692.09,246.91,No,12.6,2.9,Firefox,0.52,0,No,1,13001,XYZ123
837,Junin,46.0,4,13,No,Unsatisfied,Loyal,Phone,2942.03,262.0,Yes,13.3,1.96,Edge,0.42,0,Yes,3,11001,XYZ123
838,CUSCO,42.0,4,7,No,Unsatisfied,Returning,In-store,338.83,239.75,No,8.3,1.86,Chorme,0.81,0,No,6,04001,XYZ123
839,Ancash,44.0,4,6,No,Very Satisfied,New,SMS,1690.46,158.24,No,6.1,2.41,IE,0.77,1,Yes,2,02001,XYZ123
840,lima,27.0,8,8,Yes,Very Satisfied,New,Phone,4437.97,195.38,No,9.9,3.19,Firfox,0.79,1,Yes,3,04001,XYZ123
841,Cusco,20.0,5,7,No,Neutral,Loyal,SMS,3347.99,223.77,No,14.2,3.38,Chrome,0.46,1,No,2,04001,XYZ123
842,CUSCO,50.0,8,6,No,Very Satisfied,Occasional,Email,3281.9,212.61,No,15.1,4.11,Safari,0.02,1,No,5,04001,XYZ123
843,piura ,31.0,5,8,No,Unsatisfied,Loyal,Email,1604.94,162.74,No,0.6,2.06,Firefox,0.17,1,Yes,4,04001,XYZ123
844,lima,32.0,7,13,No,Very Satisfied,Loyal,In-store,2350.7,185.67,Yes,18.8,4.67,IE,0.74,1,Yes,2,15001,XYZ123
845,Arequipa,48.0,8,8,No,Unsatisfied,New,SMS,3493.14,217.59,No,9.0,6.27,Chrome,0.75,0,Yes,3,13001,XYZ123
846,Ancash,40.0,3,5,No,Very Unsatisfied,Returning,SMS,3011.71,124.54,No,11.1,2.5,IE,0.97,0,No,3,15001,XYZ123
847,Arequipa,39.0,4,7,Yes,Very Satisfied,Returning,In-store,3408.69,200.97,No,4.4,0.88,Chrome,0.19,1,No,4,02001,XYZ123
848,Ancash,56.0,6,10,No,Unsatisfied,Occasional,In-store,3925.23,234.83,Yes,4.1,0.91,Chrome,0.12,1,No,3,15001,XYZ123
849,piura ,28.0,4,13,No,Satisfied,Occasional,In-store,3028.09,214.15,Yes,2.2,2.4,Chrome,0.14,1,No,2,02001,XYZ123
850,Cusco,44.0,4,8,No,Neutral,Occasional,Email,1515.45,157.13,Yes,14.8,2.17,Firefox,0.18,0,Yes,6,11001,XYZ123
851,CUSCO,35.0,6,8,No,Unsatisfied,Occasional,In-store,2978.71,165.92,Yes,5.2,3.01,IE,0.53,1,No,3,02001,XYZ123
852,Junin,37.0,2,10,Yes,Very Satisfied,Loyal,Email,2311.58,274.35,No,7.6,3.61,Edge,0.98,0,No,3,15001,XYZ123
853,Arequipa,50.0,4,11,No,Very Satisfied,Loyal,In-store,99999.0,153.12,Yes,6.8,1.46,Edge,0.59,1,No,1,15001,XYZ123
854,Arequipa,40.0,2,8,Yes,Very Unsatisfied,Returning,SMS,3215.65,259.28,No,3.9,2.79,Edge,0.52,0,Yes,4,02001,XYZ123
855,LIMA ,40.0,8,8,No,Satisfied,Loyal,SMS,3461.66,168.93,No,7.2,2.39,IE,0.67,0,Yes,3,15001,XYZ123
856,Ancash,45.0,7,7,No,Unsatisfied,Returning,In-store,,,No,8.4,5.44,Safari,0.07,1,No,3,02001,XYZ123
857,La Libertad,31.0,2,8,No,Satisfied,Returning,In-store,2756.38,227.06,Yes,13.0,1.34,IE,0.82,0,No,2,04001,XYZ123
858,CUSCO,26.0,5,19,No,Very Unsatisfied,Returning,Email,841.86,182.6,No,3.8,2.09,Chrome,0.65,0,Yes,1,13001,XYZ123
859,Ancash,24.0,6,7,No,Neutral,Returning,Phone,,111.67,Yes,5.7,3.04,Chorme,0.17,0,Yes,5,02001,XYZ123
860,LIMA ,15.0,7,9,No,Satisfied,New,Email,,219.93,No,10.2,2.1,Chrome,0.63,0,No,4,04001,XYZ123
861,Lima,55.0,7,10,No,Very Unsatisfied,Returning,SMS,2700.18,209.08,Yes,8.2,4.36,Chrome,0.6,1,Yes,5,04001,XYZ123
862,Ancash,23.0,7,5,No,Unsatisfied,Loyal,In-store,1498.04,220.7,Yes,8.3,1.78,IE,0.06,0,No,1,04001,XYZ123
863,Junin,32.0,6,12,Yes,Neutral,Loyal,SMS,1184.5,226.97,No,4.1,1.9,Edge,0.27,0,Yes,3,04001,XYZ123
864,CUSCO,32.0,5,16,No,Very Satisfied,Loyal,Phone,4121.26,134.29,No,11.1,4.46,Safari,0.39,0,No,0,02001,XYZ123
865,LIMA ,38.0,5,9,No,Very Unsatisfied,Loyal,Email,1700.34,219.66,No,13.7,1.57,Firefox,0.24,1,No,8,15001,XYZ123
866,Lima,43.0,8,9,Yes,Very Satisfied,New,SMS,2607.35,237.13,Yes,13.3,4.0,Edge,0.24,1,No,2,04001,XYZ123
867,Piura,43.0,7,10,No,Neutral,Occasional,Email,1725.05,236.54,Yes,7.2,2.46,Firefox,0.57,0,No,1,11001,XYZ123
868,LIMA ,29.0,4,14,No,Very Unsatisfied,Occasional,In-store,668.87,137.35,Yes,2.3,2.26,IE,0.47,1,Yes,2,04001,XYZ123
869,Piura,33.0,5,9,No,Very Unsatisfied,Returning,SMS,2858.41,,No,8.9,2.39,Safari,0.67,1,Yes,1,15001,XYZ123
870,CUSCO,37.0,8,9,No,Neutral,Returning,Phone,2983.09,221.43,Yes,8.4,1.66,IE,0.96,1,No,4,15001,XYZ123
871,Arequipa,32.0,5,13,No,Unsatisfied,Loyal,Email,1164.96,227.78,No,3.9,4.09,Firefox,0.66,1,Yes,5,13001,XYZ123
872,LIMA ,51.0,2,5,No,Very Unsatisfied,Loyal,Email,,155.21,Yes,4.7,3.16,Chrome,0.58,1,No,1,13001,XYZ123
873,Cusco,39.0,3,5,Yes,Neutral,Occasional,Phone,2078.72,237.85,Yes,4.0,4.07,IE,0.85,1,Yes,1,04001,XYZ123
874,Piura,42.0,7,6,No,Satisfied,Occasional,SMS,1633.93,113.8,Yes,9.1,4.41,Safari,0.63,1,No,2,04001,XYZ123
875,Junin,41.0,3,12,No,Very Satisfied,Loyal,SMS,1581.45,157.59,No,4.7,3.65,IE,0.17,0,Yes,2,13001,XYZ123
876,Cusco,46.0,8,9,No,Very Unsatisfied,Returning,Email,3196.98,263.33,No,8.7,1.26,Edge,0.31,0,Yes,7,04001,XYZ123
877,lima,,1,13,Yes,Satisfied,New,Phone,,235.43,No,17.5,1.84,IE,0.73,0,Yes,4,11001,XYZ123
878,lima,22.0,5,10,Yes,Very Unsatisfied,New,Email,1506.26,214.58,Yes,7.3,4.02,Firefox,0.74,1,Yes,2,02001,XYZ123
879,Lima,38.0,3,7,Yes,Unsatisfied,Occasional,Email,2845.28,247.19,Yes,3.4,3.07,IE,0.99,0,No,2,13001,XYZ123
880,Arequipa,28.0,5,7,No,Neutral,Occasional,In-store,2738.94,250.66,Yes,2.2,3.78,Safari,0.63,1,No,2,13001,XYZ123
881,CUSCO,29.0,5,7,No,,Occasional,SMS,1682.41,237.9,Yes,9.3,2.89,IE,0.9,1,Yes,1,15001,XYZ123
882,LIMA ,40.0,2,7,Yes,Neutral,New,SMS,3529.07,189.13,No,16.0,2.48,IE,0.05,0,Yes,3,04001,XYZ123
883,La Libertad,,7,14,No,Very Unsatisfied,New,In-store,1609.55,156.1,Yes,4.4,3.78,Safari,0.57,0,Yes,3,13001,XYZ123
884,Junin,,2,11,No,Unsatisfied,Loyal,SMS,2333.16,,Yes,0.6,0.93,IE,0.92,0,Yes,4,13001,XYZ123
885,Piura,38.0,4,12,No,Unsatisfied,Returning,SMS,2227.26,,No,14.8,2.62,Safari,0.29,0,No,3,11001,XYZ123
886,CUSCO,52.0,5,13,No,,Occasional,SMS,2230.35,136.23,No,18.1,3.08,Firefox,0.15,1,Yes,7,04001,XYZ123
887,Cusco,,4,9,Yes,Unsatisfied,Loyal,Phone,2343.74,224.54,No,11.0,3.25,Safari,0.35,0,Yes,0,02001,XYZ123
888,piura ,61.0,4,14,No,Neutral,New,In-store,2319.84,224.62,Yes,9.7,1.45,Firefox,0.79,0,Yes,3,11001,XYZ123
889,lima,40.0,5,11,Yes,,Loyal,Email,2309.99,273.4,No,8.3,1.5,Firefox,0.08,1,Yes,4,02001,XYZ123
890,piura ,17.0,4,9,No,Very Unsatisfied,New,Phone,2354.46,224.48,Yes,10.7,2.53,Safari,0.6,1,Yes,3,15001,XYZ123
891,Junin,42.0,4,16,No,Unsatisfied,Returning,Email,3368.29,178.84,No,10.5,2.92,IE,0.14,1,Yes,8,13001,XYZ123
892,La Libertad,38.0,5,10,No,Neutral,New,In-store,2314.07,179.63,Yes,9.1,4.87,Edge,0.44,1,Yes,4,11001,XYZ123
893,LIMA ,47.0,7,12,No,Very Unsatisfied,Loyal,In-store,3053.56,199.71,Yes,4.2,1.95,Safari,0.97,1,Yes,2,02001,XYZ123
894,Lima,41.0,6,13,No,Satisfied,Returning,In-store,2618.98,256.63,Yes,9.1,2.41,Chorme,0.2,0,No,3,04001,XYZ123
895,La Libertad,33.0,6,9,No,Satisfied,New,SMS,2792.98,240.33,Yes,7.6,4.91,Firefox,0.03,0,Yes,4,15001,XYZ123
896,Junin,22.0,8,14,No,Satisfied,Occasional,Phone,3122.33,145.71,Yes,4.8,4.28,Chrome,0.43,1,Yes,6,15001,XYZ123
897,La Libertad,32.0,5,9,Yes,Very Unsatisfied,New,In-store,1587.78,213.93,Yes,9.1,1.66,Edge,0.58,0,Yes,4,13001,XYZ123
898,Junin,26.0,2,9,No,Satisfied,Returning,Email,3001.92,241.26,No,6.1,3.81,IE,0.3,1,Yes,7,13001,XYZ123
899,Junin,,4,11,No,Unsatisfied,Loyal,SMS,2330.28,188.14,Yes,8.3,4.0,Edge,0.54,0,No,1,02001,XYZ123
900,Ancash,40.0,6,15,No,Very Unsatisfied,Returning,SMS,1731.2,92.0,Yes,9.8,3.23,Chrome,0.95,0,Yes,5,02001,XYZ123
901,Piura,51.0,3,10,No,Very Unsatisfied,Loyal,Phone,3120.62,190.18,Yes,10.4,1.59,Chrome,0.31,0,No,5,15001,XYZ123
902,piura ,38.0,3,10,No,Very Unsatisfied,New,Phone,2159.68,125.74,Yes,6.2,2.29,Chrome,0.31,0,No,1,02001,XYZ123
903,lima,23.0,5,12,No,Very Satisfied,New,Phone,2802.0,117.83,No,9.8,2.25,Safari,0.48,0,No,8,13001,XYZ123
904,Ancash,39.0,5,7,No,Neutral,Returning,SMS,330.04,253.26,Yes,10.7,3.63,Edge,0.52,1,No,4,15001,XYZ123
905,LIMA ,46.0,6,10,No,Very Satisfied,Occasional,In-store,3080.87,326.05,Yes,11.9,2.48,Safari,0.0,0,Yes,2,15001,XYZ123
906,Ancash,28.0,2,10,Yes,Very Satisfied,New,Email,4572.07,268.21,No,9.2,2.68,Chrome,0.62,0,No,3,04001,XYZ123
907,Arequipa,33.0,6,12,No,Very Satisfied,Occasional,In-store,2493.87,69.47,Yes,10.4,2.28,IE,1.0,0,No,3,04001,XYZ123
908,Arequipa,35.0,4,11,No,,Occasional,Email,2289.16,,No,6.3,1.13,Chrome,0.29,0,Yes,2,02001,XYZ123
909,lima,27.0,3,10,No,Very Satisfied,Returning,In-store,2130.97,170.52,Yes,18.3,6.11,Safari,0.63,1,No,4,02001,XYZ123
